id,text,favorites,retweets,date,tweet_datetime,date_part,time_part,hour,year,month,topic,compound,datetime_20mins_after,price_20mins_after,price_now,20mins_price_diff_abs,20mins_price_diff_perc
1.0462e+18,,54237,12617,2018-09-30 00:51:00,2018-09-30 08:51:00,2018-09-30,08:51:00,8,2018,9,6,0.0,2018-09-30 09:11:00,291.70934226190474,291.7004732142857,0.008869047619043613,3.0404639119417314e-05
1.04106e+18,thank,30020,5917,2018-09-15 20:26:00,2018-09-16 04:26:00,2018-09-16,04:26:00,4,2018,9,6,0.4199,2018-09-16 04:46:00,290.65765476190484,290.6599166666667,-0.002261904761837741,-7.78196315397602e-06
1.04043e+18,gina great,35481,7208,2018-09-14 02:37:00,2018-09-14 10:37:00,2018-09-14,10:37:00,10,2018,9,8,0.6588,2018-09-14 10:57:00,291.1,290.99,0.11000000000001364,0.00037801986322558726
1.03789e+18,make america great,57264,13708,2018-07-09 02:38:00,2018-07-09 10:38:00,2018-07-09,10:38:00,10,2018,7,2,0.6588,2018-07-09 10:58:00,277.25,276.92,0.3299999999999841,0.0011916799075544708
1.03491e+18,,90355,31460,2018-08-29 20:55:00,2018-08-30 04:55:00,2018-08-30,04:55:00,4,2018,8,6,0.0,2018-08-30 05:15:00,290.86,290.9,-0.03999999999996362,-0.0001375042970091565
1.01991e+18,really big job meeting today white house p,52570,8804,2018-07-19 11:37:00,2018-07-19 19:37:00,2018-07-19,19:37:00,19,2018,7,0,0.0,2018-07-19 19:57:00,280.04,280.195,-0.15499999999997272,-0.0005531861739144978
9.66119e+17,true thank,82845,17050,2018-02-21 01:14:00,2018-02-21 09:14:00,2018-02-21,09:14:00,9,2018,2,2,0.7322,2018-02-21 09:34:00,272.29,271.52,0.7700000000000387,0.0028358868591633717
1.01994e+18,trump recognized russian meddling many time,2539,809,2018-07-19 01:27:00,2018-07-19 09:27:00,2018-07-19,09:27:00,9,2018,7,3,0.0,2018-07-19 09:47:00,280.37,280.28,0.09000000000003183,0.00032110746396472043
9.48319e+17,congratulation senator orrin hatch absolutely incredible career ha tremendous supporter never forget beyond kind statement ha made president friend greatly missed u senate,53678,9691,2018-02-01 22:23:00,2018-02-02 06:23:00,2018-02-02,06:23:00,6,2018,2,4,0.8255,2018-02-02 06:43:00,279.66,279.97,-0.3100000000000023,-0.0011072614923027548
9.48356e+17,north korean leader kim jong un stated nuclear button desk time someone depleted food starved regime please inform nuclear button much bigger powerful one button work,430222,153496,2018-03-01 00:49:00,2018-03-01 08:49:00,2018-03-01,08:49:00,8,2018,3,0,0.5833,2018-03-01 09:09:00,271.86,271.54,0.3199999999999932,0.0011784635781100139
9.4836e+17,announcing dishonest corrupt medium award year monday clock subject cover dishonesty bad reporting various category fake news medium stay tuned,164894,39474,2018-03-01 01:05:00,2018-03-01 09:05:00,2018-03-01,09:05:00,9,2018,3,9,-0.8631,2018-03-01 09:25:00,271.8,271.73,0.06999999999999318,0.00025760865565080474
9.48404e+17,president trump ha something year ago set accomplishment nobody deny accomplishment look record ha significant first year show david asman ed rollins,82534,16495,2018-03-01 04:03:00,2018-03-01 12:03:00,2018-03-01,12:03:00,12,2018,3,1,-0.079,2018-03-01 12:23:00,270.57,271.12,-0.5500000000000114,-0.002028622012393078
9.48722e+17,melania deeply saddened death thomas monson beloved president church jesus christ latterday saint,50667,10029,2018-04-01 01:06:00,2018-04-01 09:06:00,2018-04-01,09:06:00,9,2018,4,0,-0.6478,2018-04-01 09:26:00,262.7890791666667,262.7910375,-0.0019583333333343944,-7.45205526019659e-06
9.48738e+17,u company responded president trump tax cut reform victory congress last year handing bonus increase k match spending charity much higher number previously known,57755,13178,2018-04-01 02:07:00,2018-04-01 10:07:00,2018-04-01,10:07:00,10,2018,4,7,0.6808,2018-04-01 10:27:00,262.78310625,262.78506458333334,-0.0019583333333343944,-7.45222464008557e-06
9.48739e+17,stock market another good day tax cut bill ha passed tremendous upward potential dow short number thought would possible soon administration also unemployment went getting better,90710,15696,2018-04-01 02:11:00,2018-04-01 10:11:00,2018-04-01,10:11:00,10,2018,4,0,-0.1386,2018-04-01 10:31:00,262.78271458333336,262.7846729166667,-0.0019583333333343944,-7.452235747232541e-06
9.48872e+17,many mostly democrat state refused hand data election commission voter fraud fought hard commission see record method know many people voting illegally system rigged must go voter,93479,24611,2018-04-01 11:02:00,2018-04-01 19:02:00,2018-04-01,19:02:00,19,2018,4,1,-0.7906,2018-04-01 19:22:00,262.7307208333333,262.7326791666667,-0.001958333333391238,-7.4537105151999485e-06
9.48875e+17,american need identification sometimes strong accurate form almost everything except come important thing voting people run country push hard voter identification,131113,31942,2018-04-01 11:11:00,2018-04-01 19:11:00,2018-04-01,19:11:00,19,2018,4,1,0.6786,2018-04-01 19:31:00,262.72983958333333,262.73179791666666,-0.0019583333333343944,-7.453735516077651e-06
9.4888e+17,failed eerts weighing doe anybody really believe talk dialogue would going north south korea right firm strong willing commit total might north fool talk good thing,79155,15366,2018-04-01 11:32:00,2018-04-01 19:32:00,2018-04-01,19:32:00,19,2018,4,6,0.5635,2018-04-01 19:52:00,262.7277833333333,262.72974166666665,-0.0019583333333343944,-7.453793852616018e-06
9.48881e+17,beautiful show picture nfl player still kneel,100807,26681,2018-04-01 11:37:00,2018-04-01 19:37:00,2018-04-01,19:37:00,19,2018,4,8,0.0,2018-04-01 19:57:00,262.72729375,262.72925208333334,-0.0019583333333343944,-7.4538077424026e-06
9.49066e+17,thank great republican senator showed mtg immigration reform must build wall stop illegal immigration end chain migration cancel visa lottery current system unsafe unfair great people country time change,116304,23628,2018-04-01 23:53:00,2018-04-02 07:53:00,2018-04-02,07:53:00,7,2018,4,0,0.2714,2018-04-02 08:13:00,262.56,262.43,0.12999999999999545,0.0004953701939564663
9.49071e+17,making america great,79061,17547,2018-05-01 00:11:00,2018-05-01 08:11:00,2018-05-01,08:11:00,8,2018,5,2,0.6588,2018-05-01 08:31:00,264.35,264.21,0.1400000000000432,0.0005298815336287166
9.49127e+17,authorized zero access white house actually turned many time author phony book never spoke book full lie misrepresentation source exist look guy past watch happens sloppy steve,84431,18374,2018-05-01 03:52:00,2018-05-01 11:52:00,2018-05-01,11:52:00,11,2018,5,2,-0.5242,2018-05-01 12:12:00,262.8432,262.91,-0.06680000000000064,-0.00025407934274086427
9.49129e+17,fake news medium barely mention fact stock market hit another new record business u booming people know imagine wa president number would biggest story earth dow,109266,21941,2018-05-01 04:04:00,2018-05-01 12:04:00,2018-05-01,12:04:00,12,2018,5,0,-0.5696,2018-05-01 12:24:00,262.76,262.7589,0.0011000000000080945,4.186347256013382e-06
9.49243e+17,dow go november today new alltime record jumped point last week record fastest point move history make america great agenda job job job six trillion dollar value created,104714,21478,2018-05-01 11:35:00,2018-05-01 19:35:00,2018-05-01,19:35:00,19,2018,5,5,0.8436,2018-05-01 19:55:00,265.42,265.23,0.18999999999999773,0.0007163593861931068
9.49496e+17,good idea rand,100976,23528,2018-06-01 04:19:00,2018-06-01 12:19:00,2018-06-01,12:19:00,12,2018,6,6,0.4926,2018-06-01 12:39:00,273.69,273.6,0.08999999999997499,0.00032894736842096117
9.49499e+17,michael wolff total loser made story order sell really boring untruthful book used sloppy steve bannon cried got fired begged job sloppy steve ha dumped like dog almost everyone bad,73499,18306,2018-06-01 04:32:00,2018-06-01 12:32:00,2018-06-01,12:32:00,12,2018,6,6,-0.9425,2018-06-01 12:52:00,273.57,273.59,-0.01999999999998181,-7.310208706451921e-05
9.50104e+17,fake news award going corrupt biased mainstream medium presented loser wednesday january th rather coming monday interest importance award far greater anyone could anticipated,126448,28946,2018-07-01 20:35:00,2018-07-02 04:35:00,2018-07-02,04:35:00,4,2018,7,9,0.6628,2018-07-02 04:55:00,270.13,269.67333333333335,0.45666666666664923,0.001693406837902583
9.50105e+17,stock market ha creating tremendous benefit country form record setting stock price present future job job job seven trillion dollar value created since big election win,84850,15850,2018-07-01 20:42:00,2018-07-02 04:42:00,2018-07-02,04:42:00,4,2018,7,5,0.9259,2018-07-02 05:02:00,270.07,269.87,0.19999999999998863,0.0007410975654944552
9.50206e+17,turning enormously consequential presidency much despite frustration misstep ha never day wished hillary clinton president one indeed trump accomplishment accumulate mere thought,70013,13215,2018-08-01 03:23:00,2018-08-01 11:23:00,2018-08-01,11:23:00,11,2018,8,4,0.3724,2018-08-01 11:43:00,281.17,281.47,-0.30000000000001137,-0.0010658329484492534
9.50207e+17,clinton wh doubling barack obama failed policy wash away doubt america made right choice wa truly change election change trump bringing farreaching necessary thank michael goodwin,70174,14702,2018-08-01 03:24:00,2018-08-01 11:24:00,2018-08-01,11:24:00,11,2018,8,6,-0.1007,2018-08-01 11:44:00,281.1173,281.53,-0.41269999999997253,-0.0014659183745958605
9.50502e+17,working every day deliver america farmer work every day deliver u,49232,9116,2018-08-01 22:58:00,2018-08-02 06:58:00,2018-08-02,06:58:00,6,2018,8,4,0.0,2018-08-02 07:18:00,279.22,279.02,0.20000000000004547,0.0007167944950184413
9.50502e+17,every decision make honoring america proud farming legacy year crushing tax crippling regs corrupt politics left community hurting economy stagnant million hardworking american completely forgotten forgotten anymore,69129,14128,2018-08-01 22:59:00,2018-08-02 06:59:00,2018-08-02,06:59:00,6,2018,8,3,-0.0905,2018-08-02 07:19:00,279.22,279.03,0.19000000000005457,0.0006809303659106712
9.50507e+17,fighting farmer country great american flag want flag respected want national anthem respected also,89774,17493,2018-08-01 23:19:00,2018-08-02 07:19:00,2018-08-02,07:19:00,7,2018,8,5,0.8866,2018-08-02 07:39:00,279.3,279.22,0.07999999999998408,0.00028651242747648476
9.50824e+17,wa great honor sign h r martin luther king jr national historical park act redesignates martin luther king junior national historic site state georgia martin luther king jr national historical park,62081,13524,2018-09-01 20:17:00,2018-09-02 04:17:00,2018-09-02,04:17:00,4,2018,9,8,0.8074,2018-09-02 04:37:00,290.66470625,290.66108125,0.0036249999999995453,1.2471569927456689e-05
1.03983e+18,,47198,10900,2018-12-09 11:03:00,2018-12-09 19:03:00,2018-12-09,19:03:00,19,2018,12,6,0.0,2018-12-09 19:23:00,262.8338660714286,262.8390446428571,-0.0051785714285301765,-1.970244350707774e-05
9.4514e+17,merry christmas,128584,26247,2017-12-25 03:51:00,2017-12-25 11:51:00,2017-12-25,11:51:00,11,2017,12,2,0.6229,2017-12-25 12:11:00,267.4619025811824,267.4621523730225,-0.00024979184007634103,-9.339334102417709e-07
9.47614e+17,happy new year making america great much faster anyone thought possible,166739,32589,2017-12-31 23:43:00,2018-01-01 07:43:00,2018-01-01,07:43:00,7,2018,1,2,0.8968,2018-01-01 08:03:00,266.88251875,266.88239375,0.00012499999996862243,4.683710986409812e-07
9.47593e+17,country rapidly grows stronger smarter want wish friend supporter enemy hater even dishonest fake news medium happy healthy new year great year america,169966,36017,2017-12-31 22:18:00,2018-01-01 06:18:00,2018-01-01,06:18:00,6,2018,1,9,0.8915,2018-01-01 06:38:00,266.8819875,266.8818625,0.00012499999996862243,4.6837203097165294e-07
9.47588e+17,iran number one state sponsored terror numerous violation human right occurring hourly basis ha closed internet peaceful demonstrator cannot communicate good,93121,25822,2017-12-31 22:00:00,2018-01-01 06:00:00,2018-01-01,06:00:00,6,2018,1,0,-0.3123,2018-01-01 06:20:00,266.881875,266.88175,0.00012499999996862243,4.683722284068597e-07
9.47328e+17,trump rally stock put record book,55336,10928,2017-12-31 04:46:00,2017-12-31 12:46:00,2017-12-31,12:46:00,12,2017,12,5,0.0,2017-12-31 13:06:00,266.8754125,266.8752875,0.00012499999996862243,4.6838357024204585e-07
9.47236e+17,job kicking company coming back u unnecessary regulation high tax dramatically cut get better much come,106921,20115,2017-12-30 22:42:00,2017-12-31 06:42:00,2017-12-31,06:42:00,6,2017,12,7,0.2714,2017-12-31 07:02:00,266.8731375,266.8730125,0.00012499999996862243,4.6838756304975734e-07
9.47235e+17,use social medium like way fight dishonest unfair press often referred fake news medium phony nonexistent source used often ever many story report pure fiction,179632,42893,2017-12-30 22:36:00,2017-12-31 06:36:00,2017-12-31,06:36:00,6,2017,12,3,-0.9736,2017-12-31 06:56:00,266.8731,266.872975,0.00012500000002546585,4.6838762907883744e-07
9.47214e+17,tax biggest corporate rate cut ever going back corporate income tax rate roughly year agothis huge progrowth stimulus economy every year obama wh overstated economy would grow real economics job report,66759,13561,2017-12-30 21:12:00,2017-12-31 05:12:00,2017-12-31,05:12:00,5,2017,12,7,0.0516,2017-12-31 05:32:00,266.872575,266.87245,0.00012499999996862243,4.6838855029292994e-07
9.4695e+17,many report peaceful protest iranian citizen fed regime corruption squandering nation wealth fund terrorism abroad iranian govt respect people right including right eress world watching,119278,33702,2017-12-30 03:42:00,2017-12-30 11:42:00,2017-12-30,11:42:00,11,2017,12,9,0.5093,2017-12-30 12:02:00,266.8660125,266.8658875,0.00012500000002546585,4.684000686504597e-07
9.46532e+17,east could coldest new year eve record perhaps could use little bit good old global warming country country wa going pay trillion dollar protect bundle,174817,51213,2017-12-29 00:01:00,2017-12-29 08:01:00,2017-12-29,08:01:00,8,2017,12,2,0.6533,2017-12-29 08:21:00,268.7,268.66,0.03999999999996362,0.0001488870691579082
9.4652e+17,together making america great,58339,12232,2017-12-28 23:14:00,2017-12-29 07:14:00,2017-12-29,07:14:00,7,2017,12,2,0.7290000000000001,2017-12-29 07:34:00,268.83,268.65,0.18000000000000682,0.0006700167504187859
9.46211e+17,arrest member associate trump,71955,16355,2017-12-28 02:46:00,2017-12-28 10:46:00,2017-12-28,10:46:00,10,2017,12,4,0.0,2017-12-28 11:06:00,267.588,267.63,-0.04199999999997317,-0.00015693307925110478
9.46201e+17,day trump wa inaugurated estimated isi fighter held approx square mile territory iraq syria u military est remaining fighter occupy roughly square mile,58623,15449,2017-12-28 02:09:00,2017-12-28 10:09:00,2017-12-28,10:09:00,10,2017,12,0,-0.1027,2017-12-28 10:29:00,267.5774,267.57,0.007400000000018281,2.7656314235595475e-05
9.46157e+17,left west palm beach fire rescue met great men woman representative much u firefighter paramedic first responder amazing people,93854,14495,2017-12-27 23:11:00,2017-12-28 07:11:00,2017-12-28,07:11:00,7,2017,12,8,0.8777,2017-12-28 07:31:00,267.8566666666667,267.85,0.006666666666660603,2.488955261026919e-05
9.46151e+17,day trump wa inaugurated estimated isi fighter held approx square mile territory iraq syria u military estimate remaining fighter occupy roughly square mile via,38520,12128,2017-12-27 10:49:00,2017-12-27 18:49:00,2017-12-27,18:49:00,18,2017,12,0,-0.1027,2017-12-27 19:09:00,267.545,267.55,-0.0049999999999954525,-1.86880956830329e-05
9.45781e+17,sign business looking really good next year helped tax cut bill great year company job stock market poised another year success,111975,20029,2017-12-26 22:17:00,2017-12-27 06:17:00,2017-12-27,06:17:00,6,2017,12,7,0.9218,2017-12-27 06:37:00,267.48,267.475,0.0049999999999954525,1.8693335825761106e-05
9.45437e+17,hope everyone great christmas tomorrow back work order make america great happening faster anyone anticipated,170034,26868,2017-12-25 23:33:00,2017-12-26 07:33:00,2017-12-26,07:33:00,7,2017,12,0,0.9079999999999999,2017-12-26 07:53:00,266.95,267.0,-0.05000000000001137,-0.00018726591760303884
9.45126e+17,people proud saying merry christmas proud led charge assault cherished beautiful phrase merry christmas,197316,42780,2017-12-25 02:56:00,2017-12-25 10:56:00,2017-12-25,10:56:00,10,2017,12,2,0.9612,2017-12-25 11:16:00,267.46258950874267,267.4628393005829,-0.0002497918402468713,-9.339310122485748e-07
9.4503e+17,tax cut reform bill including massive alaska drilling repeal highly unpopular individual mandate brought together incredible year let fake news convince otherwise insider poll strong,94399,18061,2017-12-24 20:35:00,2017-12-25 04:35:00,2017-12-25,04:35:00,4,2017,12,9,0.3595,2017-12-25 04:55:00,267.46734804329725,267.4675978351374,-0.00024979184013318445,-9.339143961922147e-07
9.44704e+17,remember republican congressional race year senate said roy would lose alabama supported big luther strange roy lost virginia candidate wa trumper lost good republican candidate win big,71771,12955,2017-12-23 22:57:00,2017-12-24 06:57:00,2017-12-24,06:57:00,6,2017,12,8,0.2942,2017-12-24 07:17:00,267.4835595337219,267.483809325562,-0.00024979184007634103,-9.338577938835633e-07
9.447e+17,stock market setting record record unemployment year low many thing accomplished trump administration perhaps president first year sadly never reported correctly fake news medium,85863,17736,2017-12-23 22:44:00,2017-12-24 06:44:00,2017-12-24,06:44:00,6,2017,12,5,-0.7922,2017-12-24 07:04:00,267.483721898418,267.4839716902581,-0.00024979184007634103,-9.338572270251607e-07
9.44667e+17,wow fbi lawyer james baker reassigned according,58511,13341,2017-12-23 20:32:00,2017-12-24 04:32:00,2017-12-24,04:32:00,4,2017,12,3,0.5859,2017-12-24 04:52:00,267.48537052456294,267.485620316403,-0.00024979184007634103,-9.338514712711196e-07
9.44666e+17,fbi deputy director andrew mccabe racing clock retire full benefit day go,61879,17323,2017-12-23 20:30:00,2017-12-24 04:30:00,2017-12-24,04:30:00,4,2017,12,8,0.5386,2017-12-24 04:50:00,267.48539550374693,267.485645295587,-0.00024979184007634103,-9.338513840632707e-07
9.44666e+17,fbi deputy director andrew mccabe man charge along leakin james comey phony hillary clinton investigation including illegally deleted email given wife campaign clinton puppet investigation,102458,28589,2017-12-23 20:27:00,2017-12-24 04:27:00,2017-12-24,04:27:00,4,2017,12,3,0.0,2017-12-24 04:47:00,267.4854329725229,267.48568276436305,-0.00024979184013318445,-9.33851253464038e-07
9.4433e+17,remember hated part obamacare individual mandate terminated signed tax cut bill,101486,19795,2017-12-22 22:11:00,2017-12-23 06:11:00,2017-12-23,06:11:00,6,2017,12,2,-0.7645,2017-12-23 06:31:00,267.5021190674438,267.502368859284,-0.00024979184019002787,-9.337930024889891e-07
9.43598e+17,making america great,85379,18953,2017-12-20 21:44:00,2017-12-21 05:44:00,2017-12-21,05:44:00,5,2017,12,2,0.6588,2017-12-21 06:04:00,267.307,267.2984615384616,0.008538461538421416,3.194354912960401e-05
9.43363e+17,united state senate passed biggest history tax cut reform bill terrible individual mandate obamacare repealed go house tomorrow morning final vote approved news conference white house approximately p,118874,24870,2017-12-20 06:09:00,2017-12-20 14:09:00,2017-12-20,14:09:00,14,2017,12,1,0.1027,2017-12-20 14:29:00,267.19,267.33,-0.13999999999998636,-0.0005236973029588387
9.43214e+17,congratulation paul ryan kevin mccarthy kevin brady steve scalise cathy mcmorris rodgers great house republican voted favor cutting tax,108974,19499,2017-12-19 20:18:00,2017-12-20 04:18:00,2017-12-20,04:18:00,4,2017,12,5,0.8883,2017-12-20 04:38:00,268.09000000000003,268.0125,0.0775000000000432,0.00028916561727547485
9.43079e+17,stock economy long way go tax cut bill totally understood appreciated scope size immediate eensing big impact biggest tax cut reform ever passed enjoy create many beautiful job,59049,11224,2017-12-19 11:23:00,2017-12-19 19:23:00,2017-12-19,19:23:00,19,2017,12,7,0.8675,2017-12-19 19:43:00,267.63,267.5433333333333,0.08666666666670153,0.00032393506347894375
9.43074e+17,dow rise point year first time ever make america great,96316,19077,2017-12-19 11:04:00,2017-12-19 19:04:00,2017-12-19,19:04:00,19,2017,12,2,0.6588,2017-12-19 19:24:00,267.53,267.58,-0.05000000000001137,-0.0001868600044846826
9.42921e+17,together task strengthen family build community serve citizen celebrate american greatness shining example world,56477,13138,2017-12-19 00:54:00,2017-12-19 08:54:00,2017-12-19,08:54:00,8,2017,12,8,0.7184,2017-12-19 09:14:00,268.43,268.5,-0.06999999999999318,-0.0002607076350092856
9.42905e+17,strategy announced today declaring america game america determined win four pillar national security strategy,51506,12330,2017-12-18 23:49:00,2017-12-19 07:49:00,2017-12-19,07:49:00,7,2017,12,6,0.762,2017-12-19 08:09:00,268.55,268.48,0.06999999999999318,0.0002607270560190449
9.42884e+17,record close dow far year never dow record one year period wow,82981,17094,2017-12-18 22:25:00,2017-12-19 06:25:00,2017-12-19,06:25:00,6,2017,12,2,0.6579999999999999,2017-12-19 06:45:00,268.4,268.39,0.009999999999990905,3.7259212340217245e-05
9.42882e+17,thank maria b,33592,6779,2017-12-18 22:20:00,2017-12-19 06:20:00,2017-12-19,06:20:00,6,2017,12,1,0.4199,2017-12-19 06:40:00,268.41,268.36,0.05000000000001137,0.00018631688776274917
9.42882e+17,true ivanka,36603,6750,2017-12-18 22:18:00,2017-12-19 06:18:00,2017-12-19,06:18:00,6,2017,12,0,0.5244,2017-12-19 06:38:00,268.41,268.37,0.040000000000020464,0.00014904795617997713
9.42857e+17,world watch day away passing historic tax cut american family business biggest tax cut tax reform history country,40985,7814,2017-12-18 20:40:00,2017-12-19 04:40:00,2017-12-19,04:40:00,4,2017,12,7,-0.7234,2017-12-19 05:00:00,268.46,268.5425,-0.08250000000003865,-0.0003072139419273994
9.42854e+17,american people speak u listen one year ago spoke loud clear november voted make america great,41122,8025,2017-12-18 20:28:00,2017-12-19 04:28:00,2017-12-19,04:28:00,4,2017,12,2,0.8283,2017-12-19 04:48:00,268.46,268.56739130434784,-0.10739130434785693,-0.0003998672505485158
9.42852e+17,past month travelled ten thousand mile visit country met world leader everywhere traveled wa highest privilege greatest honor represent american people,54593,10269,2017-12-18 20:19:00,2017-12-19 04:19:00,2017-12-19,04:19:00,4,2017,12,0,0.8805,2017-12-19 04:39:00,268.55625,268.5556521739131,0.0005978260869028418,2.22607896003506e-06
9.42717e+17,remember republican congressional race year medium refuse mention said gillespie moore would lose different reason also predicted would win republican well well,73888,14792,2017-12-18 11:23:00,2017-12-18 19:23:00,2017-12-18,19:23:00,19,2017,12,8,0.68,2017-12-18 19:43:00,268.248,268.22,0.027999999999963165,0.00010439191708285423
9.42552e+17,century conquering flight continue motivate inspire american never tire eloration innovation great american spirit found design every new supersonic jet next generation,51146,10241,2017-12-18 00:26:00,2017-12-18 08:26:00,2017-12-18,08:26:00,8,2017,12,2,0.9382,2017-12-18 08:46:00,268.08,268.07,0.009999999999990905,3.7303689334841296e-05
9.42503e+17,wonderful weekend camp david special place lot important work done heading back,54110,8562,2017-12-17 21:13:00,2017-12-18 05:13:00,2017-12-18,05:13:00,5,2017,12,5,0.831,2017-12-18 05:33:00,267.84222222222223,267.91,-0.06777777777779193,-0.0002529871142465452
9.4213e+17,weekly address,43997,10167,2017-12-16 20:31:00,2017-12-17 04:31:00,2017-12-17,04:31:00,4,2017,12,3,0.0,2017-12-17 04:51:00,267.11420535714285,267.1080744047619,0.006130952380942745,2.295307768065526e-05
9.42123e+17,tax cut increase investment american economy u worker leading higher growth higher wage job,59442,12037,2017-12-16 20:05:00,2017-12-17 04:05:00,2017-12-17,04:05:00,4,2017,12,7,0.3091,2017-12-17 04:25:00,267.1062351190476,267.10010416666665,0.006130952380942745,2.295376259800003e-05
9.41869e+17,great job kevin proud,54860,10894,2017-12-16 03:12:00,2017-12-16 11:12:00,2017-12-16,11:12:00,11,2017,12,5,0.8172,2017-12-16 11:32:00,266.79570238095243,266.78957142857143,0.006130952380999588,2.298047988971357e-05
9.4182e+17,dow p nasdaq close record high,48684,10153,2017-12-16 00:00:00,2017-12-16 08:00:00,2017-12-16,08:00:00,8,2017,12,4,0.0,2017-12-16 08:20:00,266.73684523809516,266.73071428571427,0.006130952380885901,2.2985550791569513e-05
9.4179e+17,today wa tremendous honor visit marine helicopter squadron one hmx marine corp air facility quantico virginia honored serve commanderinchief behalf entire nation thank sacrifice service love,66015,14462,2017-12-15 21:58:00,2017-12-16 05:58:00,2017-12-16,05:58:00,5,2017,12,6,0.9406,2017-12-16 06:18:00,266.69944642857143,266.6933154761905,0.006130952380942745,2.2988774090553072e-05
9.41418e+17,manufacturing optimism rose another alltime high latest outlook survey,32408,6893,2017-12-14 21:20:00,2017-12-15 05:20:00,2017-12-15,05:20:00,5,2017,12,5,0.5423,2017-12-15 05:40:00,264.645,264.725,-0.08000000000004093,-0.0003022003966381752
9.41406e+17,approximately page code federal regulation today page seen roosevelt roomtoday cut red tape time set free dream make america great,74535,20389,2017-12-14 20:35:00,2017-12-15 04:35:00,2017-12-15,04:35:00,4,2017,12,0,0.9011,2017-12-15 04:55:00,264.7033333333333,264.73,-0.026666666666699257,-0.00010073156297623713
9.41404e+17,american free thrive innovate prosper challenge great task large goal beyond reach nation elorers pioneer innovator inventor nation people work hard dream big never ever give,58921,13232,2017-12-14 20:27:00,2017-12-15 04:27:00,2017-12-15,04:27:00,4,2017,12,0,0.7906,2017-12-15 04:47:00,264.72,264.79,-0.06999999999999318,-0.0002643604365723523
